pdbid,-logKd/Ki,protein_name,set,dataset
3fud,2.7,LEUKOTRIENE A-4 HYDROLASE,general,train
3fuf,2.7,LEUKOTRIENE A-4 HYDROLASE,general,train
3fuh,2.7,LEUKOTRIENE A-4 HYDROLASE,general,train
3gk2,2.7,PROTEIN S100-B,general,train
3gsg,2.7,BETA-LACTAMASE,general,train
3hvg,2.7,BETA-SECRETASE 1,general,train
3rqw,2.7,ELIC PENTAMERIC LIGAND GATED ION CHANNEL FROM ERWIN,general,train
3sl0,2.7,ARGINASE,general,train
3zsw,2.7,INTEGRASE,general,train
3zsz,2.7,INTEGRASE,general,train
3zt1,2.7,INTEGRASE,general,train
4h4b,2.7,CYTOSOLIC PURINE 5'-NUCLEOTIDASE,general,train
4okp,2.7,BETA-LACTAMASE,general,train
4old,2.7,BETA-LACTAMASE,general,train
4wks,2.7,ACYL-HOMOSERINE LACTONE ACYLASE PVDQ,general,train
4ypf,2.7,HISTIDYL-TRNA SYNTHETASE,general,train
4yrc,2.7,HISTIDYL-TRNA SYNTHETASE,general,train
4yrg,2.7,HISTIDYL-TRNA SYNTHETASE,general,train
4yrr,2.7,HISTIDYL-TRNA SYNTHETASE,general,train
5aok,2.7,CELLULAR TUMOR ANTIGEN P53,general,train
6fty,2.7,COMPLEMENT FACTOR D,general,train
4kpz,2.71,BIFUNCTIONAL PROTEIN GLMU,general,train
1pfu,2.72,METHIONYL-TRNA SYNTHETASE,refined,train
2rkd,2.72,PHOSPHOENOLPYRUVATE CARBOXYKINASE,refined,train
3p4r,2.72,FUMARATE REDUCTASE FLAVOPROTEIN,general,train
5fsx,2.72,MACRODOMAIN,refined,train
1dg9,2.74,TYROSINE PHOSPHATASE,general,train
2qwb,2.74,NEURAMINIDASE,refined,train
2vyt,2.74,SEX COMB ON MIDLEG-LIKE PROTEIN 2,refined,train
4m6u,2.74,MANDELATE RACEMASE,refined,train
4ndu,2.74,ALPHA-GALACTOSYL-BINDING LECTIN,refined,train
5os2,2.74,AURORA KINASE A,refined,train
1rql,2.75,PHOSPHONOACETALDEHYDE HYDROLASE,refined,train
5oyd,2.75,"CELLULASE, PUTATIVE, CEL5D",general,train
1ny2,2.76,THROMBIN,general,train
4bt5,2.76,ALPHA-ACETOLACTATE DECARBOXYLASE,refined,train
5er4,2.76,PROTEIN S100-B,refined,train
2bet,2.77,CARBOHYDRATE-PHOSPHATE ISOMERASE,refined,train
2p3o,2.77,TYPE II METHYLTRANSFERASE,general,train
3fcq,2.77,THERMOLYSIN,refined,train
3l0n,2.77,OROTIDINE-5'-PHOSPHATE DECARBOXYLASE,general,train
4a4h,2.77,SURVIVAL OF MOTOR NEURON-RELATED-SPLICING FACTOR 30,general,train
4g5y,2.77,PANTOTHENATE SYNTHETASE,general,train
4kz3,2.77,BETA-LACTAMASE,refined,train
4urv,2.77,GTPASE HRAS,general,train
4ykk,2.77,ML032222A IGLUR,refined,train
5aqn,2.77,HEAT SHOCK COGNATE 71 KDA PROTEIN,general,train
5oug,2.77,HUMANIZED ALPHA-ACHBP,general,train
6er4,2.77,BNR/ASP-BOX REPEAT PROTEIN,general,train
2yiv,2.78,CARBON MONOXIDE DEHYDROGENASE 2,general,train
3ftw,2.78,LEUKOTRIENE A-4 HYDROLASE,general,train
4yrt,2.78,HISTIDYL-TRNA SYNTHETASE,general,train
5os4,2.78,AURORA KINASE A,refined,train
2bge,2.8,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1",general,train
2bza,2.8,TRYPSIN,refined,train
3zt4,2.8,INTEGRASE,general,train
4kz8,2.8,BETA-LACTAMASE,general,train
4urw,2.8,GTPASE HRAS,general,train
4yw2,2.8,SIALIDASE B,general,train
5fbi,2.8,COMPLEMENT FACTOR D,refined,train
5fov,2.8,DNA REPAIR AND RECOMBINATION PROTEIN RADA,refined,train
5hki,2.8,OROTATE PHOSPHORIBOSYLTRANSFERASE,general,train
5ofw,2.8,D-3-PHOSPHOGLYCERATE DEHYDROGENASE,general,train
3djx,2.81,SEMINAL RIBONUCLEASE,refined,train
4eh4,2.81,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4oyt,2.81,SERINE HYDROXYMETHYLTRANSFERASE,general,train
4rrg,2.81,THREONINE--TRNA LIGASE,refined,train
1czc,2.82,ASPARTATE AMINOTRANSFERASE,general,train
1p17,2.82,HYPOXANTHINE PHOSPHORIBOSYLTRANSFERASE,general,train
2a3a,2.82,CHITINASE,general,train
2rib,2.82,PULMONARY SURFACTANT-ASSOCIATED PROTEIN D,general,train
2w6z,2.82,BIOTIN CARBOXYLASE,general,train
2xj0,2.82,SERINE/THREONINE PROTEIN KINASE PIM,general,train
2yc0,2.82,HYPOXIA-INDUCIBLE FACTOR 1-ALPHA INHIBITOR,general,train
3fue,2.82,LEUKOTRIENE A-4 HYDROLASE,general,train
3lka,2.82,MACROPHAGE METALLOELASTASE (MMP-12),refined,train
3ppr,2.82,GLYCINE BETAINE/CARNITINE/CHOLINE-BINDING PROTEIN,refined,train
4dsu,2.82,"GTPASE KRAS, ISOFORM 2B",refined,train
4k7i,2.82,PEROXIREDOXIN-5,refined,train
4pb1,2.82,NUPC FAMILY PROTEIN,general,train
4z46,2.82,LYSOZYME C,general,train
5aip,2.82,"TRANSCRIPTIONAL REGULATOR, MARR FAMILY",general,train
6cw4,2.82,MATRIX PROTEIN P19,general,train
6evm,2.82,PROLYL 4-HYDROXYLASE SUBUNIT ALPHA-2,general,train
6mj7,2.82,SEQUESTOSOME-1,refined,train
4yz5,2.83,PUTATIVE NEURAMINIDASE,general,train
3fu3,2.84,LEUKOTRIENE A-4 HYDROLASE,general,train
3moh,2.84,"PHOSPHOENOLPYRUVATE CARBOXYKINASE, CYTOSOLIC",general,train
3zt2,2.84,HIV-1 INTEGRASE,refined,train
4cgj,2.84,INTEGRASE,general,train
1il4,2.85,RICIN A CHAIN,general,train
2a29,2.85,POTASSIUM-TRANSPORTING ATPASE B CHAIN,general,train
2ork,2.85,PULMONARY SURFACTANT-ASSOCIATED PROTEIN D,general,train
3atk,2.85,TRYPSIN,general,train
3k3g,2.85,UREA TRANSPORTER,general,train
3rxa,2.85,TRYPSIN,general,train
3udh,2.85,BETA-SECRETASE 1,refined,train
4luv,2.85,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT,general,train
4mlt,2.85,CARBONIC ANHYDRASE 2,general,train
4x47,2.85,ANHYDROSIALIDASE,general,train
4ym2,2.85,GALECTIN-4,general,train
5aqo,2.85,HEAT SHOCK COGNATE 71 KDA PROTEIN,general,train
5th4,2.85,CARBONIC ANHYDRASE 2,refined,train
3qx8,2.86,PROTEIN ARGONAUTE 2,general,train
3zt3,2.86,HIV-1 INTEGRASE,refined,train
4ouj,2.86,HEMAGGLUTININ COMPONENT HA33,general,train
4pd5,2.86,NUPC FAMILY PROTEIN,general,train
5z1c,2.86,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,general,train
4fgz,2.87,PHOSPHOETHANOLAMINE N-METHYLTRANSFERASE,general,train
5thj,2.87,CARBONIC ANHYDRASE 2,general,train
1e34,2.88,ELASTASE,general,train
2woq,2.88,DELTA-AMINOLEVULINIC ACID DEHYDRATASE,general,train
4a4f,2.88,SURVIVAL OF MOTOR NEURON-RELATED-SPLICING FACTOR 30,general,train
4ucv,2.88,DNA LIGASE,general,train
1cet,2.89,L-LACTATE DEHYDROGENASE,refined,train
1iih,2.89,TRIOSEPHOSPHATE ISOMERASE,refined,train
1ugp,2.89,COBALT-CONTAINING NITRILE HYDRATASE SUBUNIT ALPHA,general,train
2k2r,2.89,ALPHA-PARVIN,general,train
2wpb,2.89,N-ACETYLNEURAMINATE LYASE,general,train
2wtx,2.89,ALPHA-TREHALOSE-PHOSPHATE SYNTHASE,general,train
3f36,2.89,FERRITIN LIGHT CHAIN,general,train
3g31,2.89,BETA-LACTAMASE CTX-M-9A,refined,train
4b35,2.89,DNA REPAIR AND RECOMBINATION PROTEIN RADA,refined,train
4cd8,2.89,"ENDO-BETA-1,4-MANNANASE",general,train
4gqq,2.89,ALPHA-AMYLASE,refined,train
4kzb,2.89,BETA-LACTAMASE,general,train
4llx,2.89,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",refined,train
4u5u,2.89,IMPORTIN SUBUNIT ALPHA-1,general,train
4urx,2.89,GTPASE HRAS,general,train
5aes,2.89,PYRIDOXAL PHOSPHATE PHOSPHATASE,general,train
5flt,2.89,CARBONIC ANHYDRASE 2,refined,train
5ngz,2.89,UBIQUITIN-CONJUGATING ENZYME E2 T,refined,train
5orv,2.89,AURORA KINASE A,refined,train
6b7b,2.89,PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE,refined,train
6f6s,2.89,ENVELOPE GLYCOPROTEIN 1,general,train
6mvu,2.89,ALDEHYDE DEHYDROGENASE,general,train
3c2u,2.9,XYLOSIDASE/ARABINOSIDASE,refined,train
5aom,2.9,CELLULAR TUMOR ANTIGEN P53,general,train
5dv2,2.9,CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 6-LIKE,general,train
1ms0,2.91,TRANS-SIALIDASE,general,train
2ay4,2.91,AROMATIC AMINO ACID AMINOTRANSFERASE,general,train
2pri,2.91,GLYCOGEN PHOSPHORYLASE B,general,train
4kc1,2.91,FUCOSYLGLYCOPROTEIN ALPHA-N,general,train
1eef,2.92,HEAT-LABILE ENTEROTOXIN B CHAIN,general,train
1h2k,2.92,HYPOXIA-INDUCIBLE FACTOR 1-ALPHA INHIBITOR,refined,train
1o4k,2.92,TYROSINE-PROTEIN KINASE SRC,general,train
1p6e,2.92,PHOSPHOLIPASE C,general,train
1zp5,2.92,NEUTROPHIL COLLAGENASE (MMP-8),general,train
2aa9,2.92,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE,general,train
2aay,2.92,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE,general,train
2fkf,2.92,PHOSPHOMANNOMUTASE/PHOSPHOGLUCOMUTASE,general,train
2fw6,2.92,N5-CARBOXYAMINOIMIDAZOLE RIBONUCLEOTIDE MUTASE,refined,train
2fwp,2.92,N5-CARBOXYAMINOIMIDAZOLE RIBONUCLEOTIDE MUTASE,general,train
2kfg,2.92,EH DOMAIN-CONTAINING PROTEIN 1,general,train
3alt,2.92,"LECTIN CEL-IV, C-TYPE",refined,train
3iaf,2.92,BENZALDEHYDE LYASE,general,train
3k8c,2.92,RIBOSE-5-PHOSPHATE ISOMERASE,refined,train
4ai5,2.92,DNA-3-METHYLADENINE GLYCOSYLASE I,refined,train
4ef6,2.92,PANTOTHENATE SYNTHETASE,refined,train
4lm3,2.92,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",refined,train
4u4s,2.92,GLUTAMATE RECEPTOR 2,general,train
4x14,2.92,MAJOR CAPSID PROTEIN VP1,general,train
4y2q,2.92,BIFUNCTIONAL EPOXIDE HYDROLASE 2,refined,train
4zki,2.92,HISTIDINE PROTEIN KINASE,general,train
5c0k,2.92,E3 UBIQUITIN-PROTEIN LIGASE XIAP,general,train
5ct2,2.92,HEPATOCYTE GROWTH FACTOR,refined,train
5x4m,2.92,B-CELL LYMPHOMA 6 PROTEIN,general,train
6fv4,2.92,N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE,refined,train
1tng,2.93,TRYPSIN,refined,train
3ftv,2.93,LEUKOTRIENE A-4 HYDROLASE,general,train
4zv2,2.93,ANCQR,refined,train
1p6d,2.94,PHOSPHOLIPASE C,general,train
2vmc,2.94,DISCOIDIN-2,refined,train
4y62,2.95,HISTO-BLOOD GROUP ABO SYSTEM TRANSFERASE,general,train
1f4e,2.96,THYMIDYLATE SYNTHASE,refined,train
1w1t,2.96,CHITINASE B,general,train
1ykp,2.96,"PROTOCATECHUATE 3,4-DIOXYGENASE ALPHA CHAIN",general,train
2br6,2.96,AIIA-LIKE PROTEIN,general,train
2kdh,2.96,"TROPONIN C, SLOW SKELETAL AND CARDIAC MUSCLES",general,train
2w8j,2.96,SERINE PALMITOYLTRANSFERASE,refined,train
3g34,2.96,BETA-LACTAMASE CTX-M-9A,refined,train
3imc,2.96,PANTOTHENATE SYNTHETASE,refined,train
3img,2.96,PANTOTHENATE SYNTHETASE,general,train
4bgy,2.96,HEMAGGLUTININ,general,train
4dst,2.96,"GTPASE KRAS, ISOFORM 2B",refined,train
4k3l,2.96,DNA POLYMERASE III SUBUNIT BETA,general,train
4mrg,2.96,CD44 ANTIGEN,refined,train
4owm,2.96,ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE,refined,train
5fng,2.96,CARBONIC ANHYDRASE 2,refined,train
2hw2,2.97,RIFAMPIN ADP-RIBOSYL TRANSFERASE,general,train
4ceb,2.97,HIV-1 INTEGRASE,refined,train
5flq,2.97,CARBONIC ANHYDRASE 2,refined,train
2rnw,2.98,HISTONE ACETYLTRANSFERASE PCAF,general,train
3ckb,2.98,SUSD,refined,train
3djq,2.98,SEMINAL RIBONUCLEASE,refined,train
4ibc,2.98,POLYMERASE COFACTOR VP35,refined,train
5aba,2.98,CELLULAR TUMOR ANTIGEN P53,refined,train
5aqu,2.98,HEAT SHOCK COGNATE 71 KDA PROTEIN,general,train
3ump,2.99,6-PHOSPHOFRUCTOKINASE ISOZYME 2,general,train
4a4g,2.99,SURVIVAL MOTOR NEURON PROTEIN,general,train
4bps,2.99,FKBO,refined,train
1ecq,3.0,GLUCARATE DEHYDRATASE,refined,train
1hqg,3.0,ARGINASE 1,general,train
1mcz,3.0,BENZOYLFORMATE DECARBOXYLASE,general,train
1ux7,3.0,"ENDO-1,4-BETA-XYLANASE D",general,train
1w7h,3.0,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
1wbg,3.0,THROMBIN,general,train
1wbo,3.0,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
1ws4,3.0,AGGLUTININ ALPHA CHAIN,refined,train
1yc5,3.0,NAD-DEPENDENT DEACETYLASE,general,train
1z9h,3.0,MEMBRANE-ASSOCIATED PROSTAGLANDIN E SYNTHASE-2,general,train
1zm7,3.0,DEOXYNUCLEOSIDE KINASE,general,train
2f1b,3.0,ALPHA-MANNOSIDASE II,general,train
2h2e,3.0,"RIBULOSE-1,5 BISPHOSPHATE CARBOXYLASE/OXYGENASE",general,train
2q8h,3.0,PYRUVATE DEHYDROGENASE [LIPOAMIDE] KINASE,refined,train
2r0y,3.0,CHROMATIN STRUCTURE-REMODELING COMPLEX PROTEIN,general,train
2rka,3.0,PHOSPHOENOLPYRUVATE CARBOXYKINASE,refined,train
2v3u,3.0,GLUTAMATE RECEPTOR DELTA-2,refined,train
2vin,3.0,UROKINASE-TYPE PLASMINOGEN ACTIVATOR CHAIN B,general,train
2vtm,3.0,CELL DIVISION PROTEIN KINASE 2,general,train
2wa3,3.0,HYPOXIA-INDUCIBLE FACTOR 1-ALPHA INHIBITOR,general,train
2xgm,3.0,XCOGT,general,train
2xgo,3.0,XCOGT,general,train
2xp3,3.0,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTIN,general,train
2ych,3.0,COMPETENCE PROTEIN PILM,general,train
3ap7,3.0,GALECTIN-8,general,train
3d9o,3.0,RNA-BINDING PROTEIN 16,general,train
3eka,3.0,"HYALURONIDASE, PHAGE ASSOCIATED",general,train
3grj,3.0,BETA-LACTAMASE,general,train
3ime,3.0,PANTOTHENATE SYNTHETASE,refined,train
3nf8,3.0,INTEGRASE,general,train
3nk8,3.0,TRYPSIN,general,train
3ob0,3.0,"ANTIBODY FAB 2G12, LIGHT CHAIN",general,train
4b2i,3.0,DNA REPAIR AND RECOMBINATION PROTEIN RADA,refined,train
4fe9,3.0,OUTER MEMBRANE PROTEIN SUSF,general,train
4k0o,3.0,F17B-G FIMBRIAL ADHESIN,refined,train
4k5z,3.0,CHYMASE,general,train
4k64,3.0,HEMAGGLUTININ,general,train
4k72,3.0,GOLGI-ASSOCIATED PDZ AND COILED-COIL MOTIF-CONTAINI,general,train
4l51,3.0,TRANSCRIPTIONAL REGULATOR LSRR,refined,train
4l5j,3.0,TRANSCRIPTIONAL REGULATOR LSRR,general,train
4lkh,3.0,HEMAGGLUTININ,general,train
4llk,3.0,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",refined,train
4m5r,3.0,POLYMERASE PA,general,train
4o7d,3.0,"GLUTAMINASE KIDNEY ISOFORM, MITOCHONDRIAL",general,train
4oyp,3.0,ADENYLATE CYCLASE TYPE 10,general,train
4oz2,3.0,ADENYLATE CYCLASE TYPE 10,general,train
4r3w,3.0,ASPARTATE-SEMIALDEHYDE DEHYDROGENASE,refined,train
4txs,3.0,POLYPROTEIN,general,train
4u0w,3.0,HTH-TYPE TRANSCRIPTIONAL REPRESSOR YVOA,refined,train
4wh9,3.0,M-PHASE INDUCER PHOSPHATASE 2,general,train
5a5o,3.0,ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 2,general,train
5aqr,3.0,HEAT SHOCK COGNATE 71 KDA PROTEIN,general,train
5c7b,3.0,E3 UBIQUITIN-PROTEIN LIGASE XIAP,general,train
5ehw,3.0,CARBONIC ANHYDRASE 2,refined,train
5fnq,3.0,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1,general,train
5jah,3.0,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,general,train
5l97,3.0,BROMODOMAIN ADJACENT TO ZINC FINGER DOMAIN PROTEIN 2B,general,train
5lz2,3.0,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,general,train
5tpc,3.0,BOTULINUM NEUROTOXIN TYPE A,general,train
5u66,3.0,STAPLED PEPTIDE FROM DOMAIN B OF PROTEIN A,general,train
5ye8,3.0,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,general,train
6fh6,3.0,BROMODOMAIN ADJACENT TO ZINC FINGER DOMAIN PROTEIN 2B,general,train
6fh7,3.0,BROMODOMAIN ADJACENT TO ZINC FINGER DOMAIN PROTEIN 2B,general,train
6ftz,3.0,COMPLEMENT FACTOR D,refined,train
6gjy,3.0,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A,general,train
1g42,3.01,"1,3,4,6-TETRACHLORO-1,4-CYCLOHEXADIENE HYDROLASE",general,train
1utm,3.01,TRYPSIN I,refined,train
4g0p,3.01,PROTEIN ARGONAUTE 1,refined,train
5jan,3.01,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,general,train
2vmd,3.02,DISCOIDIN-2,refined,train
3dc2,3.02,D-3-PHOSPHOGLYCERATE DEHYDROGENASE,general,train
3fuk,3.02,LEUKOTRIENE A-4 HYDROLASE,general,train
4q81,3.02,CARBONIC ANHYDRASE 2,refined,train
4xm8,3.02,LETHAL FACTOR,general,train
5z4h,3.02,DNA GYRASE SUBUNIT B,general,train
6f6n,3.02,ENVELOPE GLYCOPROTEIN 1,general,train
1ogd,3.03,HIGH AFFINITY RIBOSE TRANSPORT PROTEIN RBSD,refined,train
1ws5,3.03,AGGLUTININ ALPHA CHAIN,general,train
2ggu,3.03,PULMONARY SURFACTANT-ASSOCIATED PROTEIN D,general,train
2ha3,3.03,ACETYLCHOLINESTERASE,refined,train
3adv,3.03,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,general,train
3esj,3.03,"2-C-METHYL-D-ERYTHRITOL 2,4-CYCLODIPHOSPHATE",general,train
4lm2,3.03,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",refined,train
4qp2,3.03,MITOGEN-ACTIVATED PROTEIN KINASE 1,refined,train
5aoi,3.03,CELLULAR TUMOR ANTIGEN P53,refined,train
1rtf,3.04,TISSUE PLASMINOGEN ACTIVATOR,refined,train
2pcu,3.04,CARBOXYPEPTIDASE A4,general,train
3ay0,3.04,UNCHARACTERIZED PROTEIN MJ0883,general,train
3t08,3.04,BETA-GALACTOSIDASE,refined,train
3t1m,3.04,GALECTIN-3,refined,train
3zvv,3.04,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
4i7k,3.04,LYSOZYME,refined,train
4lm4,3.04,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",refined,train
5fls,3.04,CARBONIC ANHYDRASE 2,refined,train
1f74,3.05,N-ACETYL-NEURAMINATE LYASE,refined,train
1gvk,3.05,ELASTASE,general,train
1gzg,3.05,DELTA-AMINOLEVULINIC ACID DEHYDRATASE,general,train
1o41,3.05,TYROSINE-PROTEIN KINASE SRC,general,train
1pum,3.05,LECTIN I A CHAIN,general,train
1uj5,3.05,RIBOSE-5-PHOSPHATE ISOMERASE,refined,train
1uj6,3.05,RIBOSE-5-PHOSPHATE ISOMERASE,general,train
2ohl,3.05,BETA-SECRETASE 1,general,train
2vcw,3.05,GLUTATHIONE-REQUIRING PROSTAGLANDIN D SYNTHASE,general,train
4g5f,3.05,PANTOTHENATE SYNTHETASE,refined,train
4guj,3.05,3-DEHYDROQUINATE DEHYDRATASE,general,train
4u5v,3.05,IMPORTIN SUBUNIT ALPHA-1,general,train
5abe,3.05,O-GLCNACASE BT_4395,general,train
5ort,3.05,AURORA KINASE A,general,train
2jfh,3.06,UDP-N-ACETYLMURAMOYLALANINE-D-GLUTAMATE LIGASE,general,train
2ksa,3.06,SUBSTANCE-P RECEPTOR,general,train
3atm,3.06,TRYPSIN,general,train
3hw1,3.06,BETA-SECRETASE 1,general,train
3rxi,3.06,TRYPSIN,general,train
3rxj,3.06,TRYPSIN,general,train
4csy,3.06,E-SELECTIN,general,train
4nyi,3.06,GTPASE HRAS,general,train
1rnm,3.07,RIBONUCLEASE A,refined,train
1s26,3.07,CALMODULIN-SENSITIVE ADENYLATE CYCLASE,general,train
3mof,3.07,PHOSPHOENOLPYRUVATE CARBOXYKINASE,refined,train
4yrs,3.07,HISTIDYL-TRNA SYNTHETASE,general,train
1hiy,3.08,NUCLEOSIDE DIPHOSPHATE KINASE,general,train
1y1z,3.08,N-METHYL-D-ASPARTATE RECEPTOR SUBUNIT 1,refined,train
4yv1,3.08,"SPERMIDINE SYNTHASE, PUTATIVE",general,train
5ehv,3.08,CARBONIC ANHYDRASE 2,refined,train
6ew6,3.08,B-CELL LYMPHOMA 6 PROTEIN,general,train
1mdl,3.09,MANDELATE RACEMASE,general,train
1ugw,3.09,AGGLUTININ ALPHA CHAIN,general,train
4eh5,3.09,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
1a5v,3.1,INTEGRASE,general,train
1af2,3.1,CYTIDINE DEAMINASE,general,train
1ec9,3.1,GLUCARATE DEHYDRATASE,refined,train
1pu7,3.1,3-METHYLADENINE DNA GLYCOSYLASE,general,train
1pu8,3.1,3-METHYLADENINE DNA GLYCOSYLASE,general,train
1swi,3.1,GCN4P1,general,train
2xdl,3.1,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
3buf,3.1,BETA-SECRETASE 1,refined,train
3f78,3.1,INTEGRIN ALPHA-L,refined,train
3mo8,3.1,PEREGRIN,general,train
4cjr,3.1,HIV-1 INTEGRASE,refined,train
4j79,3.1,COATOMER SUBUNIT BETA,general,train
4kz6,3.1,BETA-LACTAMASE,refined,train
4pl6,3.1,AT1G02740,general,train
4pxf,3.1,RHODOPSIN,general,train
4y2j,3.1,BIFUNCTIONAL EPOXIDE HYDROLASE 2,general,train
4y64,3.1,HISTO-BLOOD GROUP ABO SYSTEM TRANSFERASE,general,train
5aqq,3.1,HEAT SHOCK COGNATE 71 KDA PROTEIN,general,train
5cr7,3.1,CYTOSOLIC PURINE 5'-NUCLEOTIDASE,general,train
5eh8,3.1,CARBONIC ANHYDRASE 2,refined,train
5ggo,3.1,"PROTEIN O-LINKED-MANNOSE BETA-1,2-N",general,train
5lzg,3.1,CHOLERA ENTEROTOXIN SUBUNIT B,general,train
5lzh,3.1,CHOLERA ENTEROTOXIN SUBUNIT B,general,train
5orw,3.1,AURORA KINASE A,refined,train
1k2i,3.11,CHYMOTRYPSINOGEN A,general,train
1uod,3.11,DIHYDROXYACETONE KINASE,general,train
2ay6,3.11,AROMATIC AMINO ACID AMINOTRANSFERASE,general,train
2lto,3.11,TUDOR DOMAIN-CONTAINING PROTEIN 3,general,train
2lwi,3.11,GTPASE HRAS,general,train
3c2r,3.11,NICOTINATE-NUCLEOTIDE PYROPHOSPHORYLASE,refined,train
3msj,3.11,BETA-SECRETASE 1,general,train
4aj1,3.11,L-LACTATE DEHYDROGENASE A CHAIN,general,train
4ajk,3.11,L-LACTATE DEHYDROGENASE A CHAIN,general,train
4d52,3.11,FUCOSE-SPECIFIC LECTIN FLEA,general,train
4gbz,3.11,D-XYLOSE-PROTON SYMPORTER,general,train
4wf4,3.11,THIOL:DISULFIDE INTERCHANGE PROTEIN,general,train
5enb,3.11,PH-INTERACTING PROTEIN,general,train
1h9l,3.12,ELASTASE,general,train
2ksb,3.12,SUBSTANCE-P RECEPTOR,general,train
4bt3,3.12,ALPHA-ACETOLACTATE DECARBOXYLASE,refined,train
4cgi,3.12,HIV-1 INTEGRASE,refined,train
4uct,3.12,DNA LIGASE,general,train
5ey4,3.12,78 KDA GLUCOSE-REGULATED PROTEIN,refined,train
1ax0,3.13,LECTIN,refined,train
3kac,3.13,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA,general,train
5c5t,3.13,PROLYL 4-HYDROXYLASE,refined,train
2f1a,3.14,ALPHA-MANNOSIDASE II,general,train
2ya7,3.14,NEURAMINIDASE A,refined,train
3odk,3.14,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTIN,general,train
4b34,3.14,DNA REPAIR AND RECOMBINATION PROTEIN RADA,refined,train
6cea,3.14,HISTONE DEACETYLASE 6,general,train
1e6q,3.15,MYROSINASE,refined,train
1eei,3.15,CHOLERA ENTEROTOXIN SUBUNIT B,general,train
1k9q,3.15,65 KDA YES-ASSOCIATED PROTEIN,general,train
1noi,3.15,GLYCOGEN PHOSPHORYLASE,general,train
1noj,3.15,GLYCOGEN PHOSPHORYLASE,general,train
1nok,3.15,GLYCOGEN PHOSPHORYLASE,general,train
1rin,3.15,PEA LECTIN,general,train
2fr8,3.15,NAD(P) TRANSHYDROGENASE SUBUNIT ALPHA PART 1,general,train
2p8n,3.15,RICIN A CHAIN,general,train
3cgy,3.15,VIRULENCE SENSOR HISTIDINE KINASE PHOQ,general,train
3e73,3.15,LANC-LIKE PROTEIN 1,general,train
4de5,3.15,PANTOTHENATE SYNTHETASE,refined,train
4fzj,3.15,PANTOTHENATE SYNTHETASE,refined,train
4lw1,3.15,REPLICATION PROTEIN A 70 KDA DNA-BINDING SUBUNIT,general,train
4x0z,3.15,MAJOR CAPSID PROTEIN,general,train
5e5g,3.15,3-DEOXY-D-ARABINOHEPTULOSONATE-7-PHOSPHATE SYNTHASE,general,train
5flo,3.15,CARBONIC ANHYDRASE 2,refined,train
5fnf,3.15,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
2ymd,3.16,ACETYLCHOLINE RECEPTOR,refined,train
3ad8,3.16,SARCOSINE OXIDASE ALPHA SUBUNIT,general,train
3ecn,3.16,HIGH AFFINITY CAMP-SPECIFIC AND IBMX-INSENSITIVE,general,train
3f34,3.16,FERRITIN LIGHT CHAIN,refined,train
3f35,3.16,FERRITIN LIGHT CHAIN,general,train
3kpu,3.16,PHENYLETHANOLAMINE N-METHYLTRANSFERASE,general,train
3lk0,3.16,PROTEIN S100-B,general,train
4eh2,3.16,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4pli,3.16,AT1G02740,general,train
5n1x,3.16,B-CELL LYMPHOMA 6 PROTEIN,general,train
4hnc,3.17,MANDELATE RACEMASE,general,train
4uce,3.17,NUCLEOPROTEIN,general,train
